r/fwhm runbiw_local runbiw_local_err runbiw_fullframe runbiw_fullframe_err runbiw_fullframe_2.1 runbiw_fullframe_err_2.1 runbiw_int_ff_2.1 runbiw_int_ff_err_2.1 runbiw_int_iter_ff_2.1 runbiw_int_iter_ff_err_2.1
0.78 0.23132975645476422 0.011619570639222416 0.22881875938211824 0.011952066914347791 0.2261544302057791 0.012113223038822686 0.23952535303382239 0.013193253427801687 0.3016639217133764 0.01442432123466421
0.8 0.2219306061602192 0.011748720988422959 0.2174477508454178 0.012128361867419545 0.21534415365979834 0.012303202571925556 0.22966327443424972 0.013018878373581748 0.2856484851058078 0.014128157476788526
0.8200000000000001 0.20881083010136228 0.011419446777794981 0.20212504201405226 0.01122832396375427 0.20991337925781517 0.01153818402761586 0.22126818523324657 0.01362384059063139 0.2779397219196551 0.013507145959429211
0.84 0.19348109991814813 0.010642514784809936 0.19373616666282004 0.011197102216185084 0.19112413709009785 0.011376470575807828 0.20922209827757296 0.012588776227930676 0.25701409017436155 0.013292057228719293
0.86 0.18480583204456733 0.010597488185000996 0.17472244441482146 0.011109701407569781 0.1768300489515328 0.010801096971976315 0.1945051837857075 0.011554865634416416 0.24282575367074347 0.012828829875029962
0.88 0.1732672530934892 0.010649501590856347 0.1706580896036229 0.010397578580555311 0.16992851334783418 0.010343425296655391 0.1831352489466118 0.011114014206457424 0.2326510475322653 0.01186389541326905
0.9 0.15599531833090957 0.010241181930239858 0.154150797209812 0.009735012086389725 0.1550836553442639 0.010063560977214895 0.17138815427841608 0.010861857110554167 0.2153980348366628 0.012631927084261987
0.92 0.1484999349770112 0.009614736358495501 0.1437508218879382 0.009726662126178393 0.14600574671818833 0.009963042996845395 0.1633469290141602 0.011107596164434701 0.19790890757600454 0.012513571359168038
0.9400000000000001 0.1423393463882832 0.009093914438219858 0.13814179669413768 0.009525256738019992 0.1385192001993562 0.009230864854148806 0.1533756829294298 0.010642948344798888 0.19222361597267593 0.011534363119718696
0.96 0.1325980108215416 0.009060297461811504 0.12716647257001287 0.008940996858722138 0.1284762070632991 0.008802704075347214 0.14452474014514027 0.009986332146220928 0.17901111831772204 0.011002365621544665
0.98 0.12111446233978813 0.008459025286573501 0.11945265076910568 0.00877213867066725 0.11936799192047573 0.008865081478942181 0.1348581176943973 0.010252711152727974 0.16571657806696052 0.010990959622031468
1.0 0.11735703005196402 0.008102672344708118 0.11447349629969573 0.008175473945072037 0.11443683103574376 0.008376434517743793 0.12977678037953763 0.009262784825188747 0.16222837265321688 0.010916001112968556
1.02 0.10774161066600728 0.008171844719569953 0.10268721279063228 0.007869910434478228 0.10469816450849645 0.008083930321511373 0.1207827966139738 0.009309784307019252 0.15617887990366014 0.009536399663855798
1.04 0.10351362442878603 0.007946578564899462 0.10075160336541504 0.007964199634364006 0.09785680982159294 0.008179973851037258 0.11821436139556166 0.00922469283057551 0.14316437511839175 0.010003493083407755
1.06 0.0955069662141193 0.007528915655263231 0.09551226579118784 0.00801171975008652 0.09452106603179221 0.007638706797585766 0.10533525431096227 0.008825511611336581 0.12860976123349743 0.009045075753035746
1.08 0.08691388666633984 0.007151720418135724 0.08684057744176206 0.007846618045624592 0.08988582393068172 0.007686917458454133 0.10011492733092113 0.00796100557103599 0.12404731884090854 0.008978176582116656
1.1 0.08281192081630229 0.007091087849002201 0.08286055199327903 0.0070082482288661985 0.08456112850637487 0.007061634931311464 0.09173102845667391 0.008052757665480796 0.11258652031992875 0.008570091599343008
1.12 0.07663585241947043 0.007020239106632824 0.07817356017805548 0.007144642875869027 0.07541952470114385 0.006998822296374797 0.09072842493129345 0.007908607215310582 0.10937637583662711 0.008643389839282194
1.1400000000000001 0.07088681769797045 0.006845778438421556 0.07369061225399356 0.007049319630027055 0.07228131806143531 0.0071212045032439985 0.084370842317347 0.00761133905506988 0.10524976458968485 0.008353907340195827
1.16 0.06949339662645436 0.006276256937353042 0.06620105750679696 0.006466825899808824 0.06624538344238609 0.006676525964100762 0.0799306212646932 0.007240193196535027 0.10054381920062083 0.008104854295575701
1.18 0.06459611579816048 0.006505393006181155 0.06105960566458275 0.006496674069398694 0.062349603612313204 0.006503682793096625 0.0744010072647456 0.0073988197318885845 0.09585262904893392 0.007926863617896575
1.2 0.05925002551176301 0.006210412683715026 0.058795728283159744 0.006117790153757665 0.05686175327633742 0.006299389339433976 0.07105906872874405 0.00709676562409822 0.08789381241724471 0.007919309062461764
1.22 0.05536198109621551 0.005712129926937786 0.056374398749914 0.00577909218873679 0.057218643205127116 0.005805881548708438 0.06425748441649236 0.0070510652173605545 0.07920053666118036 0.0075260055400528745
1.24 0.0504579505828192 0.005684309291729379 0.05212610280615202 0.005684151184883218 0.05252640139214169 0.005813813527598044 0.06310085279822387 0.0067983468900617945 0.0784079411760796 0.007198425474695691
1.26 0.04737532590738928 0.005327056543666008 0.04873519066555388 0.00549677532422298 0.047917388873217476 0.00558266097186165 0.05692633280281188 0.0067123178857672085 0.07060473431578783 0.007064273362037088
1.28 0.04391491261373764 0.00534573098485266 0.045669461747960535 0.005377208579082224 0.04463605663657406 0.005288947169249937 0.05604122381869802 0.006395853328905196 0.07046781473146481 0.00700877445944121
1.3 0.04146898989241305 0.005179031411089268 0.0415152159433272 0.005259603936146253 0.041813821185548404 0.005071894565316413 0.051281630886428994 0.006079436626726903 0.06554155305701803 0.006504833244784836
1.32 0.038634904716431065 0.0051404967292413605 0.038888563361270154 0.005133975926476054 0.03905203176644001 0.005100870772125865 0.0495979095424756 0.006020653133922277 0.06023420016270114 0.006358608788736043
1.34 0.03678716019107633 0.004935421131967272 0.03700889801300466 0.0049942055130026645 0.03679016008945078 0.005071168271265567 0.04634342506513998 0.005589142020060817 0.05639761873125325 0.006462726217938807
1.36 0.03386997978293858 0.004846645897082105 0.034677174238298566 0.005044881347612169 0.035000049420909764 0.00492973995762352 0.04231810882821696 0.00551515643920387 0.0544525659047657 0.005994528286386861
1.3800000000000001 0.032729801812474875 0.004817257190968434 0.03366859075945035 0.004688095658295163 0.03292082257879199 0.0046534848784184546 0.04080623646851054 0.0052919081556637455 0.048017551857361285 0.005970655891989722
1.4000000000000001 0.030170040740870298 0.004762419750222305 0.031527621747143374 0.0047935715398050895 0.030714396690842326 0.004724598734814238 0.03767839222642711 0.005415822623367732 0.04554462628135968 0.005397207414460077
1.42 0.027566891594793218 0.004690567080118767 0.02825616651075748 0.004730821822977903 0.028879245695307983 0.0046730412994519166 0.03518119226741019 0.0052229750906188175 0.043590415903968685 0.005618012210042819
1.44 0.025924834418896946 0.004388809034626185 0.026784165428662614 0.004672042387021151 0.02748060017718032 0.004457372750293451 0.0349870811753495 0.00494569882760766 0.04184580395433981 0.0057269352791356086
1.46 0.02325921784808152 0.004286681903610669 0.025717382681397342 0.004282242573953871 0.025606422630495652 0.004405245260880699 0.03121890935047712 0.004890160851649146 0.039066003244218585 0.005209404042868791
1.48 0.023250739870272027 0.004064569073243325 0.02256825256266731 0.004230392229400205 0.024119081021080784 0.0042258857396770795 0.029580610601632206 0.004867588217570835 0.03643803520890628 0.005125988736209321
1.5 0.021500341464874204 0.0042739444333068305 0.02253571137841889 0.004142452373320197 0.02113854237968469 0.004187717506616906 0.02874520560185869 0.00491275754317324 0.035708205754842355 0.005306695110362739
1.52 0.020288204050204452 0.0041519803165864086 0.02173399886681113 0.004077858412103785 0.020741930244329295 0.004163636842507394 0.026055582549739113 0.0047433661283360256 0.03226926532045431 0.004945177827081565
1.54 0.018949329048515453 0.004016495208501383 0.019792797156360464 0.004003280729548936 0.020096518612863733 0.003945579918091318 0.026286348790239847 0.004652487831255768 0.032209760897516676 0.005259288238120121
1.56 0.01744262769313657 0.0038039922961185203 0.018955196860051354 0.004012778305537421 0.019219548521548127 0.0038704448245498067 0.024011735392928817 0.004501439647547735 0.030587725201980512 0.004839071405409554
1.58 0.016524051298593453 0.0036926018243553516 0.01775440508052757 0.0036726866248786676 0.017468363587962794 0.003637450753976748 0.02265670549900512 0.00435306844950339 0.028488972500865746 0.004642650975445653
1.6 0.015293887025228894 0.0037143198892902584 0.016506706550668722 0.0035707693528310093 0.01674058118263434 0.0035510762491168745 0.022059463757446374 0.004331142315866699 0.027349501506989726 0.004564385857141416
1.62 0.01512302953932924 0.003683321309957591 0.015899939422070266 0.0037097853845377803 0.015429917504564312 0.00359789605025449 0.020818732114152902 0.004307898384269307 0.024331103894066685 0.004394647800911582
1.6400000000000001 0.01409129257076251 0.003503731054559969 0.014930349438621779 0.0035543151883266053 0.01493001839170871 0.0037134688029859166 0.018857008273888875 0.003840576044059513 0.022918185292041038 0.004606583178398404
1.6600000000000001 0.013090495902610067 0.00354905383462437 0.01409394742166337 0.0033767999548685646 0.014307521365813172 0.00344205146275548 0.01755457006641823 0.003875668299992566 0.021254894192303527 0.004165918429916695
1.68 0.012145286614800391 0.0032625856982753582 0.013664033551688005 0.003672198136511033 0.013311687189830773 0.0034589431800352093 0.016266572911444087 0.0036832901458375453 0.020143848979004585 0.004170011583773368
1.7 0.01159445004933491 0.0035195890236760703 0.012600796293111378 0.0036767696078823012 0.012484983480770694 0.0034660199450671117 0.01649719911180897 0.0038517332456848457 0.01897075643188072 0.004196117328944875
1.72 0.011313189766046755 0.0032876056393566127 0.011977913024104635 0.0033613842289990114 0.011941117561830404 0.0033818678650207505 0.015338993207902137 0.0036941968965998316 0.018489985623999814 0.0039137118395595385
1.74 0.010000307311758664 0.003187230761902422 0.011738283687608519 0.003415763423705211 0.011360094674704734 0.0034571577200878654 0.013469897844649015 0.003771672996961474 0.0175029403580206 0.004026738907911656
1.76 0.01035778382263499 0.0031652922946221814 0.010517399961169512 0.0033493166455456974 0.01034070359212212 0.0031761003321361812 0.013925240737332256 0.0035260824798699817 0.016906291541244064 0.003720107353938118
1.78 0.009072430525422708 0.0031658345228275818 0.01020348044703283 0.0031900117036710147 0.01028877277875563 0.0032153421105643146 0.012733601744658873 0.003522794651157308 0.015099204982788194 0.0037462138153322947
1.8 0.008186653952216837 0.003289495008257257 0.009176045250486601 0.003296188394699144 0.009839854682171412 0.0031167206883584565 0.01191366375246529 0.003537714742052693 0.015178848391920593 0.0038418626937276857
1.82 0.008267760007477138 0.003077482375403154 0.008783647601817775 0.0030923387912177003 0.008630732419880861 0.0031504520597831417 0.012048216929201268 0.0032501344521208607 0.014716463371817779 0.003930042497340626
1.84 0.007807255316391163 0.003132781285284442 0.00850522798299549 0.0031842034070701194 0.008430248034807648 0.0030470933962864896 0.011108576212777528 0.0033691731358594353 0.013827278644946346 0.0036540085135630678
1.86 0.006985725363859643 0.0029485298295446817 0.007816307011551447 0.003143401191221566 0.0080964532269441 0.0032427258083700078 0.01074008622651852 0.0032199028656517683 0.012947607184753768 0.003668495471323474
1.8800000000000001 0.006789913127860379 0.0028827080469801536 0.007676082553816402 0.0030068884828573527 0.00758715226518613 0.002919520282726173 0.010052549037881265 0.0034442640851089705 0.012208112351403816 0.0035833663326146083
1.9000000000000001 0.006034971281762166 0.0030970472570130067 0.00748889712210196 0.003121188296190768 0.007418509563654608 0.00291411817076138 0.009814387630899854 0.0033516259846034344 0.01109507197654133 0.0035123242240799857
1.92 0.006179817557301437 0.0027377876418269716 0.0066325714835046064 0.0029859651222588638 0.0072193226531212336 0.0027907322864430435 0.008743743346831326 0.003164357121619411 0.011133857224401068 0.003758807706731319
1.94 0.005781771225812936 0.002893643070345939 0.006683894169576067 0.0030882308050039753 0.00628636746859992 0.0030758434584319213 0.00826743182521959 0.0032477985752357745 0.010745408368407683 0.003525547698710838
1.96 0.005600326068425825 0.0027017064371758132 0.00613055484650747 0.0027635289749353377 0.006277883458430137 0.002717793555522652 0.008400590945247777 0.0031285778853812293 0.010625980476076283 0.0034137756880520745
1.98 0.005343596583337412 0.002597622442661071 0.006152233869084956 0.002845340316851153 0.005600920449292117 0.0028049476072142987 0.007593492275134952 0.0031419489258528994 0.00948589900328848 0.003493021222552546
2.0 0.005196683480388098 0.002739694110895046 0.005503804577157208 0.0027641796577495144 0.005666277802534769 0.0027640410837441757 0.007150578887741886 0.002877741959067929 0.008738553263016624 0.0034665894270204706
2.02 0.00470648347325918 0.002728171144049859 0.00529088546184449 0.0027307272666144316 0.005542795955677433 0.0026195535502317136 0.006848438516234364 0.003113376901998612 0.008795460720356803 0.003545531604322607
2.04 0.004196882043186898 0.002614062834190868 0.004939780202880642 0.0027996881909395747 0.005322851258125838 0.0027143492619015673 0.006526812001634931 0.0028577372588646237 0.007494899263001417 0.0033397416354395883
2.06 0.004277199676642429 0.002586746929745296 0.004774986139535796 0.0027706808371697434 0.0048793431212801495 0.0027538165918352744 0.006038714817549949 0.0028297215151958342 0.0073913673766097575 0.0032946302321636783
2.08 0.0039589152622060515 0.0026412454773477342 0.004424926839414626 0.0028341272752259064 0.0049071284311275375 0.0027130726746660964 0.006177432197196238 0.003005574112956021 0.007628517540180891 0.003330867557604777
2.1 0.003814664243845805 0.002718426036663886 0.004405669591497721 0.002601915045909035 0.004233416353951328 0.0027379946898711425 0.005794317789161816 0.0026758600966539092 0.007465662871666873 0.0030757848333515738
2.12 0.0034530940644653583 0.0023715098734533356 0.004098704314060986 0.002886204273909059 0.0038360917780249056 0.002666926004246345 0.005690888767306001 0.00288654396393811 0.006942424023637582 0.0032052385307409057
2.14 0.003381155021619403 0.002456474190463488 0.0035753066497480586 0.0026169717468775278 0.004170613677673588 0.0026697429099961467 0.004989943011081654 0.0027633597493846207 0.006442448673355867 0.0030533103945853722
2.16 0.003210809295258212 0.0024761919619015 0.003440752096560058 0.002604137172507096 0.0036674686687551182 0.0025717793368441886 0.005243412426944352 0.0026468174584833703 0.006278489711072263 0.003087392371053795
2.18 0.0025739927620434346 0.002467118860741111 0.0033027461679130364 0.002740915741304448 0.003616162775177847 0.002557076156651006 0.0048087339506387725 0.00271493006146296 0.006225454763680593 0.0033155645078262502
2.2 0.0029756984593366964 0.0024856718756971472 0.0035414622848341493 0.002675870223599343 0.003612511624036767 0.00251187935335437 0.004645340641025978 0.0026463892616403954 0.005712652421679868 0.00307352499215923
2.22 0.0025611962764668403 0.0024035295349452757 0.003553523846503977 0.002443505387489382 0.0032267861834038123 0.002487568250776999 0.004453401029151891 0.002725648586475854 0.005260992717398325 0.0031839519662949416
2.24 0.002330630952500843 0.0025339057638162 0.002982570882649524 0.002593241162342347 0.0028747783244710157 0.0024431047790557303 0.004151094183313847 0.002530162344086237 0.0052560253766372154 0.0030384173694059788
2.2600000000000002 0.0024208030782366602 0.002462168671742101 0.003153535585309324 0.0025344558605305658 0.0032500008062342736 0.002484758947367829 0.004066258074087415 0.0027345534569030434 0.00545521146892993 0.0032976599463952054
2.2800000000000002 0.002429060084151999 0.002263112979746334 0.002701699129013502 0.0025487528748744737 0.0029759516426772718 0.0026333855535655907 0.003871023837120517 0.0025883996178883138 0.004709223234810549 0.0032344120694019875
2.3000000000000003 0.0022600825781947994 0.0022981703191174707 0.0028590270228774036 0.0023269438202958453 0.0027115228698521925 0.0025023135718798073 0.0034331666761371754 0.0025737075111444564 0.004324576032723975 0.003088658209559071
2.32 0.0018523233495825783 0.0022853488943524896 0.002355085597933209 0.002496994413097034 0.0025762739215105927 0.002333749921217866 0.0034091455788793005 0.002581375653809612 0.004496197567544137 0.003137933812635957
2.34 0.0019246625213311082 0.0022654244678583105 0.002249984372498844 0.002586095862087942 0.0024089189091264524 0.002496020679578233 0.003214043195293161 0.0025364629443830914 0.004463312604487205 0.0030547991597898723
2.36 0.0021217172002583207 0.002224195448450268 0.0025476651056942344 0.002462565597544733 0.002297950981174803 0.0022369881534318238 0.0034798266425819005 0.002450257322139169 0.00402023890928484 0.0030309685784832927
2.38 0.001763585076021458 0.002138436504117058 0.0021273683971857397 0.002389610671331545 0.0021819916636146098 0.002366297605406598 0.0031194545770526255 0.0025840494123398625 0.0035644775196686075 0.0031307360531182904
2.4 0.0015005197269840954 0.0021275611071568815 0.0021565291601303577 0.0023691484995500512 0.0023493555910679875 0.002266852075792157 0.002931269025505647 0.0026136604897646722 0.003918334814755915 0.003382611948788334
2.42 0.00170834972363894 0.0022147151760963492 0.0019213286622388884 0.0024176679137609936 0.0021343624628253387 0.002453476442022772 0.002786221376774321 0.002471467774002198 0.0037462911771015683 0.003040192117108865
2.44 0.0016032455302850824 0.0021494331706009722 0.0016397796811913128 0.0024571374612444193 0.0018262474492364699 0.002327326062553327 0.002547448991519535 0.0022710402734925964 0.0034684019509176323 0.003156391554200871
2.46 0.0015631410304775448 0.00218541910434887 0.0013798007395428471 0.0024312866895959667 0.0017237190372147632 0.002327054987547517 0.002892994718957656 0.0024816189424164536 0.0033792820413177122 0.003233425593803672
2.48 0.0012711259052990505 0.0022124610355263932 0.001653997705632292 0.0022897281490391217 0.001720824764387505 0.0022526754653122566 0.0025637888003387913 0.002474600610266912 0.0032891495306921303 0.0030213674475374317
2.5 0.0013170032444979841 0.0021723290356743205 0.0018876385121566635 0.002403171627468453 0.0014823698263814987 0.0022380376726518604 0.00247303204929746 0.0023638926031850187 0.002955836889152198 0.0031454693496659595
2.52 0.001260299440890593 0.0021936942035880387 0.001285893667302095 0.0024052982650846245 0.0015571890506743875 0.002372086223026737 0.0021097927945790537 0.002297504247035122 0.002752992053584155 0.002927857443749116
2.54 0.0012954894359541095 0.00207199965869951 0.0016379540356726162 0.0022687004511565217 0.0014703403931113409 0.0022406330560077003 0.002157176417588358 0.0022873776686657635 0.002588228344409138 0.0030360857601067054
2.56 0.0011523042588678651 0.0020779071705545995 0.0012719236943144678 0.0022328363696265566 0.0013952729931032356 0.0021283473768093867 0.001879484700397317 0.002335698946689559 0.0025446503255292905 0.002935221760022322
2.58 0.0010416815656901538 0.0021478912959936626 0.0012027180613825566 0.002347064260715966 0.0012293093747842534 0.0022865754861107574 0.0017658897677477294 0.0023297542239622483 0.0026567551815961953 0.0030839300273203126
2.6 0.0010662466112361733 0.002060925297623689 0.0013904341644491618 0.002301890961251625 0.001328672921701491 0.0021872956734395 0.0018443135421349899 0.0024533551133125307 0.0023304398726622104 0.002949792291548554
2.62 0.0007743651273753739 0.0021346521575546025 0.0010173521712142715 0.002223488475764199 0.0012764808284915414 0.002296506024306878 0.0016855514164026062 0.0023279157121546094 0.002589745456868408 0.003070417879171529
2.64 0.0007764741393055637 0.002058905939223841 0.0009574077551740178 0.002318776443769434 0.001449502790736824 0.0022230023537203967 0.0017464856726617168 0.00221931487104738 0.002265784628506932 0.0031608997939681733
2.66 0.0008987547281429143 0.0020486920845371164 0.0010742391387845072 0.002256421719847154 0.0009558152460601513 0.00218713873653304 0.001541392892114905 0.002421589122869724 0.0024560105524193414 0.002909970553044698
2.68 0.000749810831634614 0.0021363994138169327 0.0008909444169526529 0.002232529680559081 0.0011189738075299822 0.0022028712365907313 0.0014752713480742014 0.00230636906258128 0.001917065023706205 0.0028838333881885444
2.7 0.0008121523954453504 0.0020551747842150036 0.000818868386625548 0.0021892695577727344 0.0010675251890876181 0.0022251416135506534 0.001134089330530055 0.0023690509489611164 0.001942642426308337 0.002791670249690339
2.72 0.0009538951796198862 0.00206452057515458 0.0008843703340726953 0.0022717946841286038 0.0009731941187801178 0.002107397847148741 0.001485929741394575 0.002101936911463544 0.002003453074350648 0.0030921890116058725
2.74 0.000536019280371087 0.0020910357268946614 0.0007228953044915705 0.0023263379639993764 0.0009769760819090226 0.0021199550913690397 0.001336663158014812 0.002284674558030266 0.0019680175210811117 0.0031145502616883574
2.7600000000000002 0.00047212702054897043 0.002009888121670214 0.0005028036793447494 0.0022792278048163125 0.0008465695594114765 0.002172899166261141 0.0011422349854328764 0.002195907737213699 0.0017665840515890773 0.0030375114629867207
2.7800000000000002 0.0003895474897091366 0.0020002256656474716 0.0008182707641547672 0.0022136299799670493 0.0009715075714616992 0.0022039350400070473 0.001235653807119413 0.002207499933126565 0.0019431714313997378 0.0030530389050138847
2.8000000000000003 0.0005730676662138952 0.0021151819049333694 0.0006374912777891875 0.0021889165194708005 0.001017192287459685 0.002210569084712746 0.0009544625301006615 0.0022092086137875558 0.0018617061153964071 0.003252761328979182
2.82 0.00037986838776633293 0.002063526962530085 0.0007856219190432194 0.002242169541336361 0.0004929868069051663 0.00217516487020033 0.001170112090937799 0.00211727511999499 0.001658686519984162 0.003116688653490267
